YEAR,MONTH,RP,GAS_PRICE,OIL_PRICE,YQ,YM,도시가스_민수용,도시가스_산업용,도시가스_총합,민수용비중,산업용비중,QUATER,QVA
2006,5,0.66,69.76,106.38,2006Q2,20065,470598,276380,746978,0.63,0.37,Q2,75902.1
2006,6,0.65,69.76,106.76,2006Q2,20066,338470,279418,617889,0.54778,0.45221,Q2,75902.1
2006,7,0.69,75.57,108.98,2006Q3,20067,334729,287040,621768,0.53835,0.46165,Q3,78182.7
2006,8,0.69,75.57,109.87,2006Q3,20068,309326,269467,578793,0.53443,0.46557,Q3,78182.7
2006,9,0.78,82.68,106.38,2006Q3,20069,314777,316123,630900,0.49893,0.50107,Q3,78182.7
2006,10,0.82,82.68,100.38,2006Q4,200610,412591,315971,728562,0.56631,0.43369,Q4,77988.6
2006,11,0.78,76.69,98.3,2006Q4,200611,940748,419670,1360418,0.69151,0.30849,Q4,77988.6
2006,12,0.78,76.69,98.47,2006Q4,200612,1533772,468451,2002223,0.76603,0.23397,Q4,77988.6
2007,1,0.76,73.6,97.08,2007Q1,20071,1645363,461726,2107089,0.78087,0.21913,Q1,80381.3
2007,2,0.76,73.6,97.25,2007Q1,20072,1304625,350887,1655511,0.78805,0.21195,Q1,80381.3
2007,3,0.71,71.55,100.61,2007Q1,20073,1242387,419078,1661465,0.74777,0.25223,Q1,80381.3
2007,4,0.69,71.55,103.96,2007Q2,20074,831041,345166,1176207,0.70654,0.29346,Q2,82195.9
2007,5,0.7,74.89,107.27,2007Q2,20075,483763,308941,792705,0.61027,0.38973,Q2,82195.9
2007,6,0.69,74.89,108.09,2007Q2,20076,340698,302641,643339,0.52958,0.47042,Q2,82195.9
2007,7,0.68,74.89,109.95,2007Q3,20077,325438,316323,641760,0.5071,0.4929,Q3,83645.0
2007,8,0.68,74.89,109.85,2007Q3,20078,320590,309352,629941,0.50892,0.49108,Q3,83645.0
2007,9,0.74,83.24,112.46,2007Q3,20079,318500,319912,638413,0.49889,0.50111,Q3,83645.0
2007,10,0.72,83.24,115.2,2007Q4,200710,549074,399752,948826,0.57869,0.42131,Q4,86446.3
2007,11,0.7,85.65,122.21,2007Q4,200711,1067962,459067,1527029,0.69937,0.30063,Q4,86446.3
2007,12,0.67,85.65,127.47,2007Q4,200712,1536487,489887,2026374,0.75824,0.24176,Q4,86446.3
2008,1,0.65,83.24,128.93,2008Q1,20081,1784041,528585,2312626,0.77144,0.22856,Q1,87193.8
2008,2,0.64,83.24,129.37,2008Q1,20082,1646181,440978,2087159,0.78872,0.21128,Q1,87193.8
2008,3,0.62,83.24,133.6,2008Q1,20083,1183208,417593,1600801,0.73913,0.26087,Q1,87193.8
2008,4,0.59,83.24,141.35,2008Q2,20084,728851,359253,1088104,0.66984,0.33016,Q2,87964.1
2008,5,0.53,83.24,155.7,2008Q2,20085,479449,347757,827206,0.5796,0.4204,Q2,87964.1
2008,6,0.49,83.24,169.09,2008Q2,20086,359609,363768,723377,0.49713,0.50287,Q2,87964.1
2008,7,0.48,83.24,173.66,2008Q3,20087,331818,391362,723180,0.45883,0.54117,Q3,88477.8
2008,8,0.51,83.24,163.44,2008Q3,20088,301668,392751,694419,0.43442,0.56558,Q3,88477.8
2008,9,0.53,83.24,158.03,2008Q3,20089,312720,417851,730571,0.42805,0.57195,Q3,88477.8
2008,10,0.57,83.24,146.95,2008Q4,200810,476836,502258,979094,0.48702,0.51298,Q4,80823.5
2008,11,0.7,86.52,123.5,2008Q4,200811,1012111,493016,1505128,0.67244,0.32756,Q4,80823.5
2008,12,0.81,89.36,110.87,2008Q4,200812,1553382,491360,2044742,0.7597,0.2403,Q4,80823.5
2009,1,0.81,88.12,108.25,2009Q1,20091,1828194,475294,2303487,0.79366,0.20634,Q1,78843.9
2009,2,0.78,88.12,112.74,2009Q1,20092,1342361,410096,1752457,0.76599,0.23401,Q1,78843.9
2009,3,0.77,88.12,114.0,2009Q1,20093,1219251,463253,1682503,0.72466,0.27534,Q1,78843.9
2009,4,0.77,89.36,116.29,2009Q2,20094,772023,382299,1154323,0.66881,0.33119,Q2,81019.1
2009,5,0.78,89.36,114.22,2009Q2,20095,466732,339666,806398,0.57879,0.42121,Q2,81019.1
2009,6,0.73,90.34,122.97,2009Q2,20096,348457,361942,710399,0.49051,0.50949,Q2,81019.1
2009,7,0.77,96.46,125.52,2009Q3,20097,335077,399983,735060,0.45585,0.54415,Q3,87998.1
2009,8,0.74,96.46,131.19,2009Q3,20098,312854,382384,695238,0.45,0.55,Q3,87998.1
2009,9,0.74,96.46,129.6,2009Q3,20099,320013,434250,754263,0.42427,0.57573,Q3,87998.1
2009,10,0.77,96.46,126.06,2009Q4,200910,490204,467940,958143,0.51162,0.48838,Q4,88555.1
2009,11,0.73,96.46,131.97,2009Q4,200911,1051972,559642,1611614,0.65274,0.34726,Q4,88555.1
2009,12,0.73,96.46,132.41,2009Q4,200912,1691507,654187,2345694,0.72111,0.27889,Q4,88555.1
2010,1,0.73,98.43,134.87,2010Q1,20101,2007813,666375,2674188,0.75081,0.24919,Q1,90597.3
2010,2,0.75,98.43,131.36,2010Q1,20102,1485036,521594,2006631,0.74006,0.25994,Q1,90597.3
2010,3,0.72,98.43,136.73,2010Q1,20103,1351544,604348,1955892,0.69101,0.30899,Q1,90597.3
2010,4,0.7,98.43,140.34,2010Q2,20104,961861,510337,1472198,0.65335,0.34665,Q2,95119.7
2010,5,0.71,98.43,139.13,2010Q2,20105,542735,446416,989151,0.54869,0.45131,Q2,95119.7
2010,6,0.72,98.43,136.68,2010Q2,20106,370060,448796,818856,0.45192,0.54808,Q2,95119.7
2010,7,0.73,98.43,135.03,2010Q3,20107,334545,467388,801933,0.41717,0.58283,Q3,97254.2
2010,8,0.72,98.43,136.34,2010Q3,20108,318729,437247,755976,0.42161,0.57839,Q3,97254.2
2010,9,0.76,102.41,134.65,2010Q3,20109,327929,459544,787474,0.41643,0.58357,Q3,97254.2
2010,10,0.74,102.41,138.88,2010Q4,201010,553872,564906,1118777,0.49507,0.50493,Q4,99272.1
2010,11,0.68,96.84,143.15,2010Q4,201011,1059788,644250,1704038,0.62193,0.37807,Q4,99272.1
2010,12,0.63,96.84,153.5,2010Q4,201012,1701331,735172,2436503,0.69827,0.30173,Q4,99272.1
2011,1,0.64,102.22,160.24,2011Q1,20111,2162477,801968,2964445,0.72947,0.27053,Q1,100746.2
2011,2,0.62,102.22,164.03,2011Q1,20112,1505957,544966,2050923,0.73428,0.26572,Q1,100746.2
2011,3,0.57,102.22,179.88,2011Q1,20113,1362580,669566,2032146,0.67051,0.32949,Q1,100746.2
2011,4,0.55,102.22,184.78,2011Q2,20114,876144,558755,1434899,0.6106,0.3894,Q2,100201.2
2011,5,0.6,108.22,179.36,2011Q2,20115,535990,524106,1060096,0.50561,0.49439,Q2,100201.2
2011,6,0.62,108.22,174.18,2011Q2,20116,386400,519717,906118,0.42643,0.57356,Q2,100201.2
2011,7,0.62,108.22,175.92,2011Q3,20117,367658,535978,903636,0.40687,0.59313,Q3,100708.1
2011,8,0.62,108.22,173.9,2011Q3,20118,343770,501956,845726,0.40648,0.59352,Q3,100708.1
2011,9,0.61,108.22,178.29,2011Q3,20119,335737,520233,855971,0.39223,0.60777,Q3,100708.1
2011,10,0.64,114.52,179.36,2011Q4,201110,540842,667297,1208139,0.44767,0.55233,Q4,100626.2
2011,11,0.64,114.52,177.85,2011Q4,201111,843047,665439,1508486,0.55887,0.44113,Q4,100626.2
2011,12,0.64,114.52,179.35,2011Q4,201112,1660433,823543,2483976,0.66846,0.33154,Q4,100626.2
2012,1,0.62,114.52,185.95,2012Q1,20121,1914601,752384,2666986,0.71789,0.28211,Q1,101329.1
2012,2,0.6,114.52,191.89,2012Q1,20122,1786762,730580,2517341,0.70978,0.29022,Q1,101329.1
2012,3,0.58,114.52,198.14,2012Q1,20123,1372721,699708,2072429,0.66237,0.33763,Q1,101329.1
2012,4,0.58,114.52,198.45,2012Q2,20124,845919,575806,1421724,0.595,0.40501,Q2,101811.7
2012,5,0.61,114.52,186.35,2012Q2,20125,464615,569792,1034408,0.44916,0.55084,Q2,101811.7
2012,6,0.67,114.52,171.1,2012Q2,20126,364850,562731,927580,0.39334,0.60667,Q2,101811.7
2012,7,0.67,114.52,171.44,2012Q3,20127,374518,591863,966381,0.38755,0.61245,Q3,102435.5
2012,8,0.63,114.52,182.28,2012Q3,20128,329101,593523,922624,0.3567,0.6433,Q3,102435.5
2012,9,0.61,114.52,188.12,2012Q3,20129,336686,632894,969580,0.34725,0.65275,Q3,102435.5
2012,10,0.63,114.52,183.09,2012Q4,201210,523083,731545,1254629,0.41692,0.58308,Q4,102383.7
2012,11,0.65,114.52,176.76,2012Q4,201211,1100824,834708,1935532,0.56874,0.43126,Q4,102383.7
2012,12,0.66,114.52,174.34,2012Q4,201212,1914895,953413,2868308,0.6676,0.3324,Q4,102383.7
2013,1,0.66,114.52,174.1,2013Q1,20131,2011896,912518,2924414,0.68797,0.31203,Q1,103845.1
2013,2,0.63,115.87,183.64,2013Q1,20132,1587145,784626,2371771,0.66918,0.33082,Q1,103845.1
2013,3,0.68,119.94,176.45,2013Q1,20133,1240854,772515,2013368,0.61631,0.38369,Q1,103845.1
2013,4,0.71,119.94,169.75,2013Q2,20134,931144,714999,1646143,0.56565,0.43435,Q2,104805.9
2013,5,0.72,119.94,166.99,2013Q2,20135,544889,619777,1164666,0.46785,0.53215,Q2,104805.9
2013,6,0.71,119.94,169.56,2013Q2,20136,374368,606319,980687,0.38174,0.61826,Q2,104805.9
2013,7,0.69,119.94,174.47,2013Q3,20137,358204,641856,1000060,0.35818,0.64182,Q3,105570.2
2013,8,0.69,120.95,174.29,2013Q3,20138,342725,586780,929505,0.36872,0.63128,Q3,105570.2
2013,9,0.7,120.95,173.6,2013Q3,20139,318873,598554,917426,0.34757,0.65243,Q3,105570.2
2013,10,0.72,120.95,167.88,2013Q4,201310,492833,737751,1230584,0.40049,0.59951,Q4,106271.9
2013,11,0.72,120.95,168.31,2013Q4,201311,1059637,840299,1899936,0.55772,0.44228,Q4,106271.9
2013,12,0.7,120.95,172.01,2013Q4,201312,1638151,879650,2517800,0.65063,0.34937,Q4,106271.9
2014,1,0.76,128.61,169.17,2014Q1,20141,1741249,822219,2563467,0.67926,0.32074,Q1,108107.8
2014,2,0.76,128.61,170.14,2014Q1,20142,1443602,693959,2137561,0.67535,0.32465,Q1,108107.8
2014,3,0.76,128.61,169.62,2014Q1,20143,1157243,734898,1892141,0.61161,0.38839,Q1,108107.8
2014,4,0.78,128.61,165.79,2014Q2,20144,701710,610440,1312149,0.53478,0.46522,Q2,109409.5
2014,5,0.78,128.61,164.01,2014Q2,20145,489021,603318,1092339,0.44768,0.55232,Q2,109409.5
2014,6,0.79,128.61,163.09,2014Q2,20146,364068,589802,953871,0.38167,0.61832,Q2,109409.5
2014,7,0.78,127.19,162.33,2014Q3,20147,351317,640610,991928,0.35418,0.64582,Q3,108224.0
2014,8,0.82,127.19,155.94,2014Q3,20148,330374,584391,914765,0.36116,0.63884,Q3,108224.0
2014,9,0.84,127.19,151.74,2014Q3,20149,330810,565183,895993,0.36921,0.63079,Q3,108224.0
2014,10,0.89,127.19,142.28,2014Q4,201410,492443,675401,1167844,0.42167,0.57833,Q4,108112.3
2014,11,0.94,127.19,134.87,2014Q4,201411,924236,691813,1616049,0.57191,0.42809,Q4,108112.3
2014,12,1.11,127.19,114.31,2014Q4,201412,1794870,846801,2641671,0.67944,0.32056,Q4,108112.3
2015,1,1.27,119.11,94.13,2015Q1,20151,1763930,700563,2464493,0.71574,0.28426,Q1,109293.8
2015,2,1.19,119.11,100.36,2015Q1,20152,1484195,572869,2057064,0.72151,0.27849,Q1,109293.8
2015,3,0.99,104.62,105.83,2015Q1,20153,1269808,630065,1899873,0.66836,0.33164,Q1,109293.8
2015,4,1.01,104.62,103.84,2015Q2,20154,780107,536267,1316374,0.59262,0.40738,Q2,109932.2
2015,5,0.82,91.79,111.89,2015Q2,20155,479793,505890,985683,0.48676,0.51324,Q2,109932.2
2015,6,0.81,91.79,113.11,2015Q2,20156,373618,514007,887624,0.42092,0.57908,Q2,109932.2
2015,7,0.87,91.79,106.01,2015Q3,20157,355548,531214,886761,0.40095,0.59905,Q3,110819.6
2015,8,0.94,91.79,98.07,2015Q3,20158,327840,488926,816765,0.40139,0.59861,Q3,110819.6
2015,9,1.01,96.34,95.3,2015Q3,20159,328598,502257,830855,0.39549,0.60451,Q3,110819.6
2015,10,1.02,96.34,94.17,2015Q4,201510,477063,582921,1059984,0.45007,0.54993,Q4,111088.0
2015,11,1.05,96.34,91.81,2015Q4,201511,890663,633643,1524306,0.58431,0.41569,Q4,111088.0
2015,12,1.13,96.34,85.5,2015Q4,201512,1491034,708636,2199670,0.67784,0.32216,Q4,111088.0
2016,1,1.15,86.54,75.08,2016Q1,20161,1909356,737007,2646363,0.7215,0.2785,Q1,111242.2
2016,2,1.2,86.54,72.07,2016Q1,20162,1615218,576168,2191387,0.73708,0.26292,Q1,111242.2
2016,3,1.0,77.11,77.2,2016Q1,20163,1244424,605263,1849687,0.67278,0.32722,Q1,111242.2
2016,4,0.97,77.11,79.31,2016Q2,20164,710486,508759,1219245,0.58273,0.41727,Q2,113539.4
2016,5,0.83,70.93,85.79,2016Q2,20165,485529,493899,979428,0.49573,0.50427,Q2,113539.4
2016,6,0.79,70.93,90.35,2016Q2,20166,385260,487473,872733,0.44144,0.55856,Q2,113539.4
2016,7,0.81,70.93,87.54,2016Q3,20167,374707,500368,875076,0.4282,0.5718,Q3,112372.0
2016,8,0.86,70.93,82.75,2016Q3,20168,338814,465488,804302,0.42125,0.57875,Q3,112372.0
2016,9,0.84,70.93,84.17,2016Q3,20169,331396,473692,805088,0.41163,0.58837,Q3,112372.0
2016,10,0.78,70.93,90.68,2016Q4,201610,489833,591924,1081757,0.45281,0.54719,Q4,114140.6
2016,11,0.83,76.09,91.62,2016Q4,201611,1052094,684233,1736327,0.60593,0.39407,Q4,114140.6
2016,12,0.77,76.09,99.17,2016Q4,201612,1586809,735859,2322668,0.68318,0.31682,Q4,114140.6
